date,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end
2018-03-13,2018-03-13 07:14:50+11:00,2018-03-13 19:44:37+11:00,2018-03-13 13:29:44+11:00,44987,2018-03-13 06:49:52+11:00,2018-03-13 20:09:35+11:00,2018-03-13 06:18:55+11:00,2018-03-13 20:40:32+11:00,2018-03-13 05:47:17+11:00,2018-03-13 21:12:10+11:00
2014-07-27,2014-07-27 07:23:30+10:00,2014-07-27 17:29:51+10:00,2014-07-27 12:26:41+10:00,36381,2014-07-27 06:56:45+10:00,2014-07-27 17:56:36+10:00,2014-07-27 06:24:54+10:00,2014-07-27 18:28:27+10:00,2014-07-27 05:53:43+10:00,2014-07-27 18:59:38+10:00
2016-01-07,2016-01-07 06:04:46+11:00,2016-01-07 20:47:16+11:00,2016-01-07 13:26:01+11:00,52950,2016-01-07 05:35:28+11:00,2016-01-07 21:16:34+11:00,2016-01-07 04:56:58+11:00,2016-01-07 21:55:04+11:00,2016-01-07 04:13:44+11:00,2016-01-07 22:38:18+11:00
2020-08-24,2020-08-24 06:51:24+10:00,2020-08-24 17:53:35+10:00,2020-08-24 12:22:29+10:00,39731,2020-08-24 06:26:06+10:00,2020-08-24 18:18:53+10:00,2020-08-24 05:55:29+10:00,2020-08-24 18:49:30+10:00,2020-08-24 05:25:04+10:00,2020-08-24 19:19:55+10:00
2021-01-26,2021-01-26 06:25:38+11:00,2021-01-26 20:39:38+11:00,2021-01-26 13:32:38+11:00,51240,2021-01-26 05:57:48+11:00,2021-01-26 21:07:28+11:00,2021-01-26 05:21:50+11:00,2021-01-26 21:43:26+11:00,2021-01-26 04:42:43+11:00,2021-01-26 22:22:33+11:00
2021-05-01,2021-05-01 06:59:46+10:00,2021-05-01 17:34:45+10:00,2021-05-01 12:17:16+10:00,38099,2021-05-01 06:33:54+10:00,2021-05-01 18:00:38+10:00,2021-05-01 06:02:48+10:00,2021-05-01 18:31:43+10:00,2021-05-01 05:32:08+10:00,2021-05-01 19:02:23+10:00
2021-12-15,2021-12-15 05:50:43+11:00,2021-12-15 20:39:39+11:00,2021-12-15 13:15:11+11:00,53336,2021-12-15 05:21:02+11:00,2021-12-15 21:09:20+11:00,2021-12-15 04:41:51+11:00,2021-12-15 21:48:30+11:00,2021-12-15 03:57:30+11:00,2021-12-15 22:32:52+11:00
2020-04-10,2020-04-10 06:41:04+10:00,2020-04-10 18:01:47+10:00,2020-04-10 12:21:26+10:00,40843,2020-04-10 06:16:03+10:00,2020-04-10 18:26:49+10:00,2020-04-10 05:45:36+10:00,2020-04-10 18:57:15+10:00,2020-04-10 05:15:13+10:00,2020-04-10 19:27:39+10:00
2020-04-07,2020-04-07 06:38:22+10:00,2020-04-07 18:06:08+10:00,2020-04-07 12:22:15+10:00,41266,2020-04-07 06:13:25+10:00,2020-04-07 18:31:05+10:00,2020-04-07 05:43:01+10:00,2020-04-07 19:01:29+10:00,2020-04-07 05:12:35+10:00,2020-04-07 19:31:55+10:00
2020-08-08,2020-08-08 07:11:26+10:00,2020-08-08 17:40:09+10:00,2020-08-08 12:25:47+10:00,37723,2020-08-08 06:45:22+10:00,2020-08-08 18:06:12+10:00,2020-08-08 06:14:08+10:00,2020-08-08 18:37:26+10:00,2020-08-08 05:43:23+10:00,2020-08-08 19:08:12+10:00
2020-06-06,2020-06-06 07:28:14+10:00,2020-06-06 17:09:28+10:00,2020-06-06 12:18:51+10:00,34874,2020-06-06 07:00:34+10:00,2020-06-06 17:37:08+10:00,2020-06-06 06:27:50+10:00,2020-06-06 18:09:52+10:00,2020-06-06 05:56:00+10:00,2020-06-06 18:41:42+10:00
2020-01-20,2020-01-20 06:18:04+11:00,2020-01-20 20:43:42+11:00,2020-01-20 13:30:53+11:00,51938,2020-01-20 05:49:39+11:00,2020-01-20 21:12:07+11:00,2020-01-20 05:12:44+11:00,2020-01-20 21:49:02+11:00,2020-01-20 04:32:05+11:00,2020-01-20 22:29:41+11:00
2015-08-19,2015-08-19 06:59:08+10:00,2015-08-19 17:48:43+10:00,2015-08-19 12:23:56+10:00,38975,2015-08-19 06:33:35+10:00,2015-08-19 18:14:16+10:00,2015-08-19 06:02:47+10:00,2015-08-19 18:45:04+10:00,2015-08-19 05:32:17+10:00,2015-08-19 19:15:34+10:00
2016-10-01,2016-10-01 05:53:54+10:00,2016-10-01 18:25:40+10:00,2016-10-01 12:09:47+10:00,45106,2016-10-01 05:28:54+10:00,2016-10-01 18:50:40+10:00,2016-10-01 04:57:54+10:00,2016-10-01 19:21:40+10:00,2016-10-01 04:26:12+10:00,2016-10-01 19:53:22+10:00
2021-10-29,2021-10-29 06:15:07+11:00,2021-10-29 19:52:37+11:00,2021-10-29 13:03:52+11:00,49050,2021-10-29 05:48:42+11:00,2021-10-29 20:19:02+11:00,2021-10-29 05:15:10+11:00,2021-10-29 20:52:34+11:00,2021-10-29 04:39:43+11:00,2021-10-29 21:28:01+11:00
2021-11-28,2021-11-28 05:51:11+11:00,2021-11-28 20:24:52+11:00,2021-11-28 13:08:02+11:00,52421,2021-11-28 05:22:22+11:00,2021-11-28 20:53:42+11:00,2021-11-28 04:44:43+11:00,2021-11-28 21:31:21+11:00,2021-11-28 04:02:54+11:00,2021-11-28 22:13:09+11:00
2019-11-19,2019-11-19 05:55:54+11:00,2019-11-19 20:14:51+11:00,2019-11-19 13:05:22+11:00,51537,2019-11-19 05:27:49+11:00,2019-11-19 20:42:56+11:00,2019-11-19 04:51:27+11:00,2019-11-19 21:19:17+11:00,2019-11-19 04:11:43+11:00,2019-11-19 21:59:02+11:00
2015-06-24,2015-06-24 07:34:36+10:00,2015-06-24 17:10:16+10:00,2015-06-24 12:22:26+10:00,34540,2015-06-24 07:06:41+10:00,2015-06-24 17:38:10+10:00,2015-06-24 06:33:44+10:00,2015-06-24 18:11:08+10:00,2015-06-24 06:01:44+10:00,2015-06-24 18:43:07+10:00
2014-07-30,2014-07-30 07:20:57+10:00,2014-07-30 17:32:16+10:00,2014-07-30 12:26:36+10:00,36679,2014-07-30 06:54:23+10:00,2014-07-30 17:58:50+10:00,2014-07-30 06:22:40+10:00,2014-07-30 18:30:32+10:00,2014-07-30 05:51:36+10:00,2014-07-30 19:01:37+10:00
2014-08-15,2014-08-15 07:03:53+10:00,2014-08-15 17:45:33+10:00,2014-08-15 12:24:43+10:00,38500,2014-08-15 06:38:09+10:00,2014-08-15 18:11:17+10:00,2014-08-15 06:07:12+10:00,2014-08-15 18:42:14+10:00,2014-08-15 05:36:38+10:00,2014-08-15 19:12:48+10:00
2015-02-22,2015-02-22 06:55:21+11:00,2015-02-22 20:12:03+11:00,2015-02-22 13:33:42+11:00,47802,2015-02-22 06:29:33+11:00,2015-02-22 20:37:51+11:00,2015-02-22 05:57:03+11:00,2015-02-22 21:10:21+11:00,2015-02-22 05:23:08+11:00,2015-02-22 21:44:17+11:00
2020-01-22,2020-01-22 06:20:17+11:00,2020-01-22 20:42:39+11:00,2020-01-22 13:31:28+11:00,51742,2020-01-22 05:52:02+11:00,2020-01-22 21:10:54+11:00,2020-01-22 05:15:23+11:00,2020-01-22 21:47:32+11:00,2020-01-22 04:35:12+11:00,2020-01-22 22:27:44+11:00
2020-02-15,2020-02-15 06:47:30+11:00,2020-02-15 20:21:04+11:00,2020-02-15 13:34:17+11:00,48814,2020-02-15 06:21:13+11:00,2020-02-15 20:47:21+11:00,2020-02-15 05:47:54+11:00,2020-02-15 21:20:40+11:00,2020-02-15 05:12:46+11:00,2020-02-15 21:55:48+11:00
2017-10-21,2017-10-21 06:25:15+11:00,2017-10-21 19:44:21+11:00,2017-10-21 13:04:48+11:00,47946,2017-10-21 05:59:22+11:00,2017-10-21 20:10:13+11:00,2017-10-21 05:26:46+11:00,2017-10-21 20:42:49+11:00,2017-10-21 04:52:41+11:00,2017-10-21 21:16:55+11:00
2021-11-19,2021-11-19 05:55:34+11:00,2021-11-19 20:15:24+11:00,2021-11-19 13:05:29+11:00,51590,2021-11-19 05:27:27+11:00,2021-11-19 20:43:31+11:00,2021-11-19 04:51:00+11:00,2021-11-19 21:19:57+11:00,2021-11-19 04:11:09+11:00,2021-11-19 21:59:49+11:00
2015-07-19,2015-07-19 07:29:15+10:00,2015-07-19 17:23:35+10:00,2015-07-19 12:26:25+10:00,35660,2015-07-19 07:02:05+10:00,2015-07-19 17:50:45+10:00,2015-07-19 06:29:50+10:00,2015-07-19 18:23:00+10:00,2015-07-19 05:58:22+10:00,2015-07-19 18:54:28+10:00
2017-03-06,2017-03-06 07:08:14+11:00,2017-03-06 19:54:38+11:00,2017-03-06 13:31:26+11:00,45984,2017-03-06 06:43:03+11:00,2017-03-06 20:19:49+11:00,2017-03-06 06:11:41+11:00,2017-03-06 20:51:12+11:00,2017-03-06 05:39:24+11:00,2017-03-06 21:23:28+11:00
2015-01-26,2015-01-26 06:25:02+11:00,2015-01-26 20:40:01+11:00,2015-01-26 13:32:32+11:00,51299,2015-01-26 05:57:09+11:00,2015-01-26 21:07:55+11:00,2015-01-26 05:21:06+11:00,2015-01-26 21:43:57+11:00,2015-01-26 04:41:51+11:00,2015-01-26 22:23:12+11:00
2015-09-03,2015-09-03 06:38:12+10:00,2015-09-03 18:01:15+10:00,2015-09-03 12:19:44+10:00,40983,2015-09-03 06:13:12+10:00,2015-09-03 18:26:16+10:00,2015-09-03 05:42:46+10:00,2015-09-03 18:56:41+10:00,2015-09-03 05:12:22+10:00,2015-09-03 19:27:05+10:00
2014-05-05,2014-05-05 07:03:04+10:00,2014-05-05 17:30:41+10:00,2014-05-05 12:16:52+10:00,37657,2014-05-05 06:36:59+10:00,2014-05-05 17:56:46+10:00,2014-05-05 06:05:44+10:00,2014-05-05 18:28:01+10:00,2014-05-05 05:34:57+10:00,2014-05-05 18:58:48+10:00
2016-09-02,2016-09-02 06:38:34+10:00,2016-09-02 18:01:03+10:00,2016-09-02 12:19:48+10:00,40949,2016-09-02 06:13:33+10:00,2016-09-02 18:26:04+10:00,2016-09-02 05:43:07+10:00,2016-09-02 18:56:30+10:00,2016-09-02 05:12:43+10:00,2016-09-02 19:26:54+10:00
2017-10-18,2017-10-18 06:29:19+11:00,2017-10-18 19:41:21+11:00,2017-10-18 13:05:20+11:00,47522,2017-10-18 06:03:37+11:00,2017-10-18 20:07:03+11:00,2017-10-18 05:31:19+11:00,2017-10-18 20:39:21+11:00,2017-10-18 04:57:41+11:00,2017-10-18 21:12:59+11:00
2020-08-27,2020-08-27 06:47:13+10:00,2020-08-27 17:56:05+10:00,2020-08-27 12:21:39+10:00,40132,2020-08-27 06:22:01+10:00,2020-08-27 18:21:17+10:00,2020-08-27 05:51:29+10:00,2020-08-27 18:51:49+10:00,2020-08-27 05:21:05+10:00,2020-08-27 19:22:13+10:00
2020-05-24,2020-05-24 07:19:30+10:00,2020-05-24 17:14:29+10:00,2020-05-24 12:17:00+10:00,35699,2020-05-24 06:52:22+10:00,2020-05-24 17:41:37+10:00,2020-05-24 06:20:08+10:00,2020-05-24 18:13:51+10:00,2020-05-24 05:48:41+10:00,2020-05-24 18:45:18+10:00
2017-08-10,2017-08-10 07:09:29+10:00,2017-08-10 17:41:35+10:00,2017-08-10 12:25:32+10:00,37926,2017-08-10 06:43:31+10:00,2017-08-10 18:07:33+10:00,2017-08-10 06:12:22+10:00,2017-08-10 18:38:42+10:00,2017-08-10 05:41:40+10:00,2017-08-10 19:09:25+10:00
2022-01-16,2022-01-16 06:14:17+11:00,2022-01-16 20:45:13+11:00,2022-01-16 13:29:45+11:00,52256,2022-01-16 05:45:36+11:00,2022-01-16 21:13:54+11:00,2022-01-16 05:08:13+11:00,2022-01-16 21:51:18+11:00,2022-01-16 04:26:49+11:00,2022-01-16 22:32:42+11:00
2021-06-18,2021-06-18 07:33:23+10:00,2021-06-18 17:09:08+10:00,2021-06-18 12:21:16+10:00,34545,2021-06-18 07:05:29+10:00,2021-06-18 17:37:03+10:00,2021-06-18 06:32:32+10:00,2021-06-18 18:10:00+10:00,2021-06-18 06:00:32+10:00,2021-06-18 18:41:59+10:00
2021-12-27,2021-12-27 05:56:25+11:00,2021-12-27 20:45:46+11:00,2021-12-27 13:21:06+11:00,53361,2021-12-27 05:26:43+11:00,2021-12-27 21:15:29+11:00,2021-12-27 04:47:30+11:00,2021-12-27 21:54:42+11:00,2021-12-27 04:03:04+11:00,2021-12-27 22:39:08+11:00
2020-01-14,2020-01-14 06:11:39+11:00,2020-01-14 20:46:04+11:00,2020-01-14 13:28:52+11:00,52465,2020-01-14 05:42:47+11:00,2020-01-14 21:14:56+11:00,2020-01-14 05:05:04+11:00,2020-01-14 21:52:39+11:00,2020-01-14 04:23:08+11:00,2020-01-14 22:34:35+11:00
2020-03-29,2020-03-29 07:30:13+11:00,2020-03-29 19:19:32+11:00,2020-03-29 13:24:53+11:00,42559,2020-03-29 07:05:24+11:00,2020-03-29 19:44:22+11:00,2020-03-29 06:34:59+11:00,2020-03-29 20:14:47+11:00,2020-03-29 06:04:20+11:00,2020-03-29 20:45:25+11:00
2020-08-03,2020-08-03 07:16:41+10:00,2020-08-03 17:36:00+10:00,2020-08-03 12:26:20+10:00,37159,2020-08-03 06:50:21+10:00,2020-08-03 18:02:19+10:00,2020-08-03 06:18:53+10:00,2020-08-03 18:33:48+10:00,2020-08-03 05:47:58+10:00,2020-08-03 19:04:43+10:00
2016-12-01,2016-12-01 05:50:18+11:00,2016-12-01 20:28:04+11:00,2016-12-01 13:09:11+11:00,52666,2016-12-01 05:21:16+11:00,2016-12-01 20:57:06+11:00,2016-12-01 04:43:13+11:00,2016-12-01 21:35:09+11:00,2016-12-01 04:00:47+11:00,2016-12-01 22:17:36+11:00
2021-12-19,2021-12-19 05:52:06+11:00,2021-12-19 20:42:10+11:00,2021-12-19 13:17:08+11:00,53404,2021-12-19 05:22:20+11:00,2021-12-19 21:11:55+11:00,2021-12-19 04:43:03+11:00,2021-12-19 21:51:13+11:00,2021-12-19 03:58:29+11:00,2021-12-19 22:35:47+11:00
2016-09-03,2016-09-03 06:37:05+10:00,2016-09-03 18:01:53+10:00,2016-09-03 12:19:29+10:00,41088,2016-09-03 06:12:05+10:00,2016-09-03 18:26:52+10:00,2016-09-03 05:41:40+10:00,2016-09-03 18:57:17+10:00,2016-09-03 05:11:16+10:00,2016-09-03 19:27:42+10:00
2021-03-22,2021-03-22 07:23:34+11:00,2021-03-22 19:30:33+11:00,2021-03-22 13:27:04+11:00,43619,2021-03-22 06:58:45+11:00,2021-03-22 19:55:22+11:00,2021-03-22 06:28:11+11:00,2021-03-22 20:25:56+11:00,2021-03-22 05:57:13+11:00,2021-03-22 20:56:55+11:00
2017-11-05,2017-11-05 06:07:23+11:00,2017-11-05 20:00:05+11:00,2017-11-05 13:03:44+11:00,49962,2017-11-05 05:40:25+11:00,2017-11-05 20:27:02+11:00,2017-11-05 05:05:59+11:00,2017-11-05 21:01:29+11:00,2017-11-05 04:29:10+11:00,2017-11-05 21:38:17+11:00
2021-12-28,2021-12-28 05:57:06+11:00,2021-12-28 20:46:05+11:00,2021-12-28 13:21:35+11:00,53339,2021-12-28 05:27:25+11:00,2021-12-28 21:15:46+11:00,2021-12-28 04:48:14+11:00,2021-12-28 21:54:56+11:00,2021-12-28 04:03:52+11:00,2021-12-28 22:39:18+11:00
2014-12-21,2014-12-21 05:52:51+11:00,2014-12-21 20:43:07+11:00,2014-12-21 13:17:59+11:00,53416,2014-12-21 05:23:05+11:00,2014-12-21 21:12:53+11:00,2014-12-21 04:43:47+11:00,2014-12-21 21:52:12+11:00,2014-12-21 03:59:10+11:00,2014-12-21 22:36:48+11:00
2021-02-05,2021-02-05 06:37:05+11:00,2021-02-05 20:31:08+11:00,2021-02-05 13:34:06+11:00,50043,2021-02-05 06:10:05+11:00,2021-02-05 20:58:08+11:00,2021-02-05 05:35:33+11:00,2021-02-05 21:32:40+11:00,2021-02-05 04:58:37+11:00,2021-02-05 22:09:36+11:00
2021-06-28,2021-06-28 07:35:01+10:00,2021-06-28 17:11:48+10:00,2021-06-28 12:23:24+10:00,34607,2021-06-28 07:07:09+10:00,2021-06-28 17:39:40+10:00,2021-06-28 06:34:14+10:00,2021-06-28 18:12:34+10:00,2021-06-28 06:02:17+10:00,2021-06-28 18:44:32+10:00
2017-04-18,2017-04-18 06:48:02+10:00,2017-04-18 17:51:01+10:00,2017-04-18 12:19:32+10:00,39779,2017-04-18 06:22:45+10:00,2017-04-18 18:16:18+10:00,2017-04-18 05:52:09+10:00,2017-04-18 18:46:54+10:00,2017-04-18 05:21:44+10:00,2017-04-18 19:17:19+10:00
2021-10-28,2021-10-28 06:16:19+11:00,2021-10-28 19:51:34+11:00,2021-10-28 13:03:56+11:00,48915,2021-10-28 05:49:58+11:00,2021-10-28 20:17:55+11:00,2021-10-28 05:16:34+11:00,2021-10-28 20:51:19+11:00,2021-10-28 04:41:17+11:00,2021-10-28 21:26:36+11:00
2014-09-05,2014-09-05 06:34:52+10:00,2014-09-05 18:03:06+10:00,2014-09-05 12:18:59+10:00,41294,2014-09-05 06:09:54+10:00,2014-09-05 18:28:04+10:00,2014-09-05 05:39:30+10:00,2014-09-05 18:58:28+10:00,2014-09-05 05:09:05+10:00,2014-09-05 19:28:54+10:00
2015-01-20,2015-01-20 06:18:18+11:00,2015-01-20 20:43:37+11:00,2015-01-20 13:30:58+11:00,51919,2015-01-20 05:49:55+11:00,2015-01-20 21:12:00+11:00,2015-01-20 05:13:01+11:00,2015-01-20 21:48:54+11:00,2015-01-20 04:32:26+11:00,2015-01-20 22:29:29+11:00
2021-03-03,2021-03-03 07:05:15+11:00,2021-03-03 19:58:55+11:00,2021-03-03 13:32:05+11:00,46420,2021-03-03 06:39:57+11:00,2021-03-03 20:24:13+11:00,2021-03-03 06:08:21+11:00,2021-03-03 20:55:49+11:00,2021-03-03 05:35:44+11:00,2021-03-03 21:28:27+11:00
2021-08-06,2021-08-06 07:13:51+10:00,2021-08-06 17:38:17+10:00,2021-08-06 12:26:04+10:00,37466,2021-08-06 06:47:41+10:00,2021-08-06 18:04:27+10:00,2021-08-06 06:16:20+10:00,2021-08-06 18:35:48+10:00,2021-08-06 05:45:31+10:00,2021-08-06 19:06:37+10:00
2014-10-07,2014-10-07 06:45:35+11:00,2014-10-07 19:30:37+11:00,2014-10-07 13:08:06+11:00,45902,2014-10-07 06:20:24+11:00,2014-10-07 19:55:48+11:00,2014-10-07 05:49:04+11:00,2014-10-07 20:27:08+11:00,2014-10-07 05:16:50+11:00,2014-10-07 20:59:22+11:00
2015-04-26,2015-04-26 06:54:47+10:00,2015-04-26 17:41:20+10:00,2015-04-26 12:18:03+10:00,38793,2015-04-26 06:29:11+10:00,2015-04-26 18:06:56+10:00,2015-04-26 05:58:19+10:00,2015-04-26 18:37:47+10:00,2015-04-26 05:27:48+10:00,2015-04-26 19:08:19+10:00
2017-05-14,2017-05-14 07:11:09+10:00,2017-05-14 17:21:49+10:00,2017-05-14 12:16:29+10:00,36640,2017-05-14 06:44:34+10:00,2017-05-14 17:48:24+10:00,2017-05-14 06:12:51+10:00,2017-05-14 18:20:07+10:00,2017-05-14 05:41:45+10:00,2017-05-14 18:51:13+10:00
2022-01-06,2022-01-06 06:04:21+11:00,2022-01-06 20:47:16+11:00,2022-01-06 13:25:48+11:00,52975,2022-01-06 05:35:01+11:00,2022-01-06 21:16:36+11:00,2022-01-06 04:56:28+11:00,2022-01-06 21:55:08+11:00,2022-01-06 04:13:10+11:00,2022-01-06 22:38:26+11:00
2014-05-25,2014-05-25 07:19:50+10:00,2014-05-25 17:14:13+10:00,2014-05-25 12:17:02+10:00,35663,2014-05-25 06:52:41+10:00,2014-05-25 17:41:23+10:00,2014-05-25 06:20:26+10:00,2014-05-25 18:13:38+10:00,2014-05-25 05:48:57+10:00,2014-05-25 18:45:06+10:00
2014-09-01,2014-09-01 06:40:48+10:00,2014-09-01 17:59:47+10:00,2014-09-01 12:20:17+10:00,40739,2014-09-01 06:15:44+10:00,2014-09-01 18:24:50+10:00,2014-09-01 05:45:17+10:00,2014-09-01 18:55:17+10:00,2014-09-01 05:14:53+10:00,2014-09-01 19:25:41+10:00
2017-03-07,2017-03-07 07:09:14+11:00,2017-03-07 19:53:10+11:00,2017-03-07 13:31:12+11:00,45836,2017-03-07 06:44:05+11:00,2017-03-07 20:18:19+11:00,2017-03-07 06:12:47+11:00,2017-03-07 20:49:37+11:00,2017-03-07 05:40:36+11:00,2017-03-07 21:21:48+11:00
2015-05-12,2015-05-12 07:09:00+10:00,2015-05-12 17:24:01+10:00,2015-05-12 12:16:30+10:00,36901,2015-05-12 06:42:33+10:00,2015-05-12 17:50:28+10:00,2015-05-12 06:10:57+10:00,2015-05-12 18:22:04+10:00,2015-05-12 05:39:57+10:00,2015-05-12 18:53:04+10:00
2016-10-20,2016-10-20 06:26:16+11:00,2016-10-20 19:43:35+11:00,2016-10-20 13:04:55+11:00,47839,2016-10-20 06:00:26+11:00,2016-10-20 20:09:25+11:00,2016-10-20 05:27:55+11:00,2016-10-20 20:41:56+11:00,2016-10-20 04:53:57+11:00,2016-10-20 21:15:54+11:00
2020-05-23,2020-05-23 07:18:44+10:00,2020-05-23 17:15:05+10:00,2020-05-23 12:16:54+10:00,35781,2020-05-23 06:51:39+10:00,2020-05-23 17:42:10+10:00,2020-05-23 06:19:28+10:00,2020-05-23 18:14:21+10:00,2020-05-23 05:48:03+10:00,2020-05-23 18:45:46+10:00
2017-02-16,2017-02-16 06:49:25+11:00,2017-02-16 20:19:00+11:00,2017-02-16 13:34:12+11:00,48575,2017-02-16 06:23:15+11:00,2017-02-16 20:45:09+11:00,2017-02-16 05:50:08+11:00,2017-02-16 21:18:16+11:00,2017-02-16 05:15:19+11:00,2017-02-16 21:53:06+11:00
2017-04-06,2017-04-06 06:37:13+10:00,2017-04-06 18:08:00+10:00,2017-04-06 12:22:37+10:00,41447,2017-04-06 06:12:18+10:00,2017-04-06 18:32:55+10:00,2017-04-06 05:41:54+10:00,2017-04-06 19:03:19+10:00,2017-04-06 05:11:27+10:00,2017-04-06 19:33:46+10:00
2015-11-18,2015-11-18 05:56:35+11:00,2015-11-18 20:13:44+11:00,2015-11-18 13:05:10+11:00,51429,2015-11-18 05:28:36+11:00,2015-11-18 20:41:44+11:00,2015-11-18 04:52:23+11:00,2015-11-18 21:17:57+11:00,2015-11-18 04:12:52+11:00,2015-11-18 21:57:28+11:00
2017-11-07,2017-11-07 06:05:22+11:00,2017-11-07 20:02:15+11:00,2017-11-07 13:03:49+11:00,50213,2017-11-07 05:38:15+11:00,2017-11-07 20:29:23+11:00,2017-11-07 05:03:32+11:00,2017-11-07 21:04:06+11:00,2017-11-07 04:26:18+11:00,2017-11-07 21:41:19+11:00
2021-04-23,2021-04-23 06:52:35+10:00,2021-04-23 17:44:25+10:00,2021-04-23 12:18:30+10:00,39110,2021-04-23 06:27:05+10:00,2021-04-23 18:09:54+10:00,2021-04-23 05:56:19+10:00,2021-04-23 18:40:40+10:00,2021-04-23 05:25:50+10:00,2021-04-23 19:11:09+10:00
2021-08-20,2021-08-20 06:57:08+10:00,2021-08-20 17:50:01+10:00,2021-08-20 12:23:35+10:00,39173,2021-08-20 06:31:39+10:00,2021-08-20 18:15:30+10:00,2021-08-20 06:00:54+10:00,2021-08-20 18:46:15+10:00,2021-08-20 05:30:26+10:00,2021-08-20 19:16:43+10:00
2020-02-14,2020-02-14 06:46:23+11:00,2020-02-14 20:22:15+11:00,2020-02-14 13:34:19+11:00,48952,2020-02-14 06:20:02+11:00,2020-02-14 20:48:36+11:00,2020-02-14 05:46:35+11:00,2020-02-14 21:22:02+11:00,2020-02-14 05:11:17+11:00,2020-02-14 21:57:21+11:00
2014-03-22,2014-03-22 07:23:18+11:00,2014-03-22 19:31:01+11:00,2014-03-22 13:27:09+11:00,43663,2014-03-22 06:58:28+11:00,2014-03-22 19:55:50+11:00,2014-03-22 06:27:54+11:00,2014-03-22 20:26:25+11:00,2014-03-22 05:56:54+11:00,2014-03-22 20:57:24+11:00
2017-04-20,2017-04-20 06:49:50+10:00,2017-04-20 17:48:21+10:00,2017-04-20 12:19:06+10:00,39511,2017-04-20 06:24:29+10:00,2017-04-20 18:13:43+10:00,2017-04-20 05:53:49+10:00,2017-04-20 18:44:22+10:00,2017-04-20 05:23:23+10:00,2017-04-20 19:14:48+10:00
2021-06-08,2021-06-08 07:29:12+10:00,2021-06-08 17:09:10+10:00,2021-06-08 12:19:11+10:00,34798,2021-06-08 07:01:28+10:00,2021-06-08 17:36:53+10:00,2021-06-08 06:28:41+10:00,2021-06-08 18:09:40+10:00,2021-06-08 05:56:49+10:00,2021-06-08 18:41:32+10:00
2015-11-28,2015-11-28 05:51:23+11:00,2015-11-28 20:24:20+11:00,2015-11-28 13:07:51+11:00,52377,2015-11-28 05:22:36+11:00,2015-11-28 20:53:07+11:00,2015-11-28 04:45:01+11:00,2015-11-28 21:30:42+11:00,2015-11-28 04:03:19+11:00,2015-11-28 22:12:24+11:00
2015-06-08,2015-06-08 07:28:54+10:00,2015-06-08 17:09:14+10:00,2015-06-08 12:19:04+10:00,34820,2015-06-08 07:01:11+10:00,2015-06-08 17:36:57+10:00,2015-06-08 06:28:25+10:00,2015-06-08 18:09:43+10:00,2015-06-08 05:56:34+10:00,2015-06-08 18:41:34+10:00
2017-08-01,2017-08-01 07:18:53+10:00,2017-08-01 17:34:07+10:00,2017-08-01 12:26:30+10:00,36914,2017-08-01 06:52:26+10:00,2017-08-01 18:00:34+10:00,2017-08-01 06:20:50+10:00,2017-08-01 18:32:09+10:00,2017-08-01 05:49:51+10:00,2017-08-01 19:03:09+10:00
2020-04-24,2020-04-24 06:53:42+10:00,2020-04-24 17:42:50+10:00,2020-04-24 12:18:16+10:00,38948,2020-04-24 06:28:09+10:00,2020-04-24 18:08:23+10:00,2020-04-24 05:57:20+10:00,2020-04-24 18:39:12+10:00,2020-04-24 05:26:50+10:00,2020-04-24 19:09:42+10:00
2014-08-03,2014-08-03 07:17:13+10:00,2014-08-03 17:35:32+10:00,2014-08-03 12:26:22+10:00,37099,2014-08-03 06:50:52+10:00,2014-08-03 18:01:53+10:00,2014-08-03 06:19:21+10:00,2014-08-03 18:33:23+10:00,2014-08-03 05:48:25+10:00,2014-08-03 19:04:19+10:00
2018-07-28,2018-07-28 07:22:39+10:00,2018-07-28 17:30:41+10:00,2018-07-28 12:26:40+10:00,36482,2018-07-28 06:55:58+10:00,2018-07-28 17:57:22+10:00,2018-07-28 06:24:10+10:00,2018-07-28 18:29:10+10:00,2018-07-28 05:53:01+10:00,2018-07-28 19:00:19+10:00
2021-02-12,2021-02-12 06:45:00+11:00,2021-02-12 20:23:41+11:00,2021-02-12 13:34:20+11:00,49121,2021-02-12 06:18:33+11:00,2021-02-12 20:50:08+11:00,2021-02-12 05:44:57+11:00,2021-02-12 21:23:43+11:00,2021-02-12 05:09:25+11:00,2021-02-12 21:59:16+11:00
2015-08-16,2015-08-16 07:02:57+10:00,2015-08-16 17:46:12+10:00,2015-08-16 12:24:34+10:00,38595,2015-08-16 06:37:15+10:00,2015-08-16 18:11:53+10:00,2015-08-16 06:06:20+10:00,2015-08-16 18:42:48+10:00,2015-08-16 05:35:47+10:00,2015-08-16 19:13:22+10:00
2016-02-16,2016-02-16 06:48:35+11:00,2016-02-16 20:19:55+11:00,2016-02-16 13:34:15+11:00,48680,2016-02-16 06:22:22+11:00,2016-02-16 20:46:08+11:00,2016-02-16 05:49:10+11:00,2016-02-16 21:19:20+11:00,2016-02-16 05:14:12+11:00,2016-02-16 21:54:17+11:00
